idaction;ID_SituD;ID_Dommage;ID_Mesure;Unité;Service;Site;Numéro;Risque;Situation dangereuse;Dommage;Statut;Responsable;Priorité finale;État;Mesure;Mention Spéciale;Périodicité;Prochain contrôle;N_pdf;Retour d'action
251;65;19;131;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);22;Risque de chute de hauteur et de plain pied;Travaux sur échafaudage non conforme ou mal installé.;Lésions corporelles, superficielles ou profondes. ;A planifier;TOUS Responsables COB;P3;A proposer;Formations au montage, démontage, utilisation et vérifications des échafaudages suivants les référentiels des recommandations CNAM/INRS R 457 (échafaudages roulants) et R 408 (échafaudages sur pieds) + remise d’attestation de compétence (obligations prévues par les articles R 4323-69 et R 4141-15 7° du code du travail).;;Aucune;;;
252;66;19;132;2. SPB;COB Toulon - sites Dépt.83;COB Toulon;22;Risque de chute de hauteur et de plain pied;Travaux sur nacelle en suspente non conforme ou mal installée.;Lésions corporelles, superficielles ou profondes. ;En cours;Hervé GALL;P3;Existante;"- Vérification en interne du matériel,
- arrimages renforcés (double bastaing),
- sécurisation de l’opérateur doublée par l’utilisation d’EPI spécifiques aux travaux sur cordes.";;Aucune;;;
253;66;19;133;2. SPB;COB Toulon - sites Dépt.83;COB Toulon;22;Risque de chute de hauteur et de plain pied;Travaux sur nacelle en suspente non conforme ou mal installée.;Lésions corporelles, superficielles ou profondes. ;En cours;Hervé GALL;P3;A proposer;Système d’arrimage en cours d’évolution.;;Aucune;;;
254;67;69;134;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);22;Risque de chute de hauteur et de plain pied;Lors d’embarquement à bord navires, débarquement (sur digues, enrochements, bouées).;Lésions corporelles, superficielles ou profondes, noyade.;En cours;TOUS Responsables COB;P1;Existante;"- Nettoyage de la surface des quais de débarquement,
- port des EPI recommandés,
- coordination avec le pilote,
- prise en compte de la météo,
- prise en compte de la difficulté d’accès pour orienter le type de matériel à installé (ex : matériel plus léger).";;Aucune;;;
255;67;69;135;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);22;Risque de chute de hauteur et de plain pied;Lors d’embarquement à bord navires, débarquement (sur digues, enrochements, bouées).;Lésions corporelles, superficielles ou profondes, noyade.;En cours;TOUS Responsables COB;P1;A proposer;"- Analyse typologique des sites (ESM) :
évaluation des conditions d’accès pour chaque ESM.
- Pose de caillebotis antidérapant (résine, fibre de verre).
- Généralisation des chaussures à semelles anti-dérapantes à étudier.";;Aucune;;;
256;68;69;136;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);22;Risque de chute de hauteur et de plain pied;Lors d’accès terrestre à pied (chargé plus ou moins de matériel).;Lésions corporelles, superficielles ou profondes, noyade.;En cours;TOUS Responsables COB;P2;Existante;"- Port de chaussures de sécurité à semelles antidérapantes, sacs de transport adaptés.
- Prise en compte de la difficulté d’accès pour orienter le type de matériel à installé (ex : matériel plus léger, démontable..).
- Recensements des sites équipés de cuves souterraines réalisés par certains centres (vérifications structurelles, balisage, consignes au personnel).";;Aucune;;;
257;68;69;137;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);22;Risque de chute de hauteur et de plain pied;Lors d’accès terrestre à pied (chargé plus ou moins de matériel).;Lésions corporelles, superficielles ou profondes, noyade.;En cours;TOUS Responsables COB;P2;A proposer;"- Analyse typologique des sites (ESM) :
=> évaluation des conditions d’accès pour chaque ESM,
=> pour les sites concernés notifier la présence et l’état structurel des cuves à eau souterraines (balisage des emplacements afin d’éviter un effondrement du à une surcharge en cas de stationnement de véhicules, stockage de charges..), consignes,
=> travail sur l’harmonisation des méthodes.
- Prise en compte des contre indications physiques des médecins.
- Nécessité de prévenir les autorités portuaires, suivant les ESM.";;Aucune;;;
258;69;70;138;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);23;Risque de noyade;"Chute accidentelle à l’eau lors :
- de débarquement du navire sur quai, digue, enrochements, balise (accès peu ou pas sécurisé).
- d’embarquement depuis quai, digue, enrochements, balise (accès peu ou pas sécurisé) sur le navire.";Hypothermie, lésions cérébrales, pulmonaires, problèmes cardiaques, décès.;En cours;TOUS Responsables COB;P1;Existante;"- Interventions uniquement de jour avec port de gilet auto-gonflant (150 N).
- Utilisation de chaussures de sécurité à semelles antidérapantes.
- Coordination avec le pilote, vigilance, prise en compte de la météo, du trafic maritime (vagues de sillage), entretien des coupées,
- nettoyage de la surface des quais de débarquement.
- Prise en compte de la difficulté d’accès pour orienter le type de matériel à installé (ex : matériel plus léger, démontable..).";;Aucune;;;
259;69;70;139;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);23;Risque de noyade;"Chute accidentelle à l’eau lors :
- de débarquement du navire sur quai, digue, enrochements, balise (accès peu ou pas sécurisé).
- d’embarquement depuis quai, digue, enrochements, balise (accès peu ou pas sécurisé) sur le navire.";Hypothermie, lésions cérébrales, pulmonaires, problèmes cardiaques, décès.;A contrôler;TOUS Responsables COB;P1;A proposer;"- Analyse typologique des sites (ESM) :
évaluation des conditions d’accès pour chaque ESM.
- Pose de caillebotis antidérapant (résine, fibre de verre).
- Généralisation des chaussures à semelles antidérapantes à étudier et uniformiser.
- Evaluation de la compatibilité du harnais antichute et du VFI suivant les conditions d’accès du site.

Formations périodiquement proposées: comportement à adopter en cas de chute à l’eau.";;Aucune;;;
260;70;70;140;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);23;Risque de noyade;"Chute accidentelle à l’eau :
- lors de circulation en bordure de quai, digue, enrochements,
- d’un ESM,
- d’un navire.";Hypothermie, lésions cérébrales, pulmonaires, problèmes cardiaques, décès.;En cours;TOUS Responsables COB;P2;Existante;"-Utilisation de chaussures de sécurité à semelles antidérapantes.
- Port de gilet auto-gonflant (150 N)";;Aucune;;;
261;70;70;141;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);23;Risque de noyade;"Chute accidentelle à l’eau :
- lors de circulation en bordure de quai, digue, enrochements,
- d’un ESM,
- d’un navire.";Hypothermie, lésions cérébrales, pulmonaires, problèmes cardiaques, décès.;A contrôler;TOUS Responsables COB;P2;A proposer;"- Analyse typologique des sites (ESM) : évaluation des conditions d’accès pour chaque ESM.
- Avant toute utilisation du VFI la notice d’utilisation doit être lue attentivement, si besoin former et informer le personnel sur les conditions d’utilisation et d’entretien (autocontrôle entre visites fabricant, lieu de stockage..).
Formations périodiquement proposées : comportement à adopter en cas de chute à l’eau.";;Aucune;;;
262;71;71;142;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);24;Risque lié à l'ambiance thermique;Travail dans des conditions de températures extrêmes (froid / chaud);Engelures, gerçures, hypothermie / hyperthermie, malaise, insolation, déshydratation.;En cours;TOUS Responsables COB;P3;Existante;"Port des vêtements adaptés aux ambiances thermiques (lunettes, gants, combinaisons pour le froid, chaussures de sécurité pour le froid,
bonnet), mise à disposition de boissons.
- Aménagements des horaires de travail en été (dans certains services, cf. RI chap 3.3 et 1.10).
- Prise en compte des ambiances thermiques dans la planification des tâches.";;Aucune;;;
263;71;71;143;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);24;Risque lié à l'ambiance thermique;Travail dans des conditions de températures extrêmes (froid / chaud);Engelures, gerçures, hypothermie / hyperthermie, malaise, insolation, déshydratation.;En cours;TOUS Responsables COB;P3;A proposer;Adapter les dispositions en fonction des conditions climatiques.;;Aucune;;;
264;72;72;144;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);24;Risque lié à l'ambiance thermique;Exposition prolongée et intense au soleil (éblouissement, rayonnement solaire, réflexion sur la mer).;Cancer de la peau, brûlures, mélanomes, lésions oculaires.;En cours;TOUS Responsables COB;P3;Existante;"- Port de lunettes de soleil (adaptés à la luminosité) et casquette.
- Prise en compte de l’exposition prolongée au soleil dans la programmation des travaux en extérieur.";;Aucune;;;
265;72;72;145;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);24;Risque lié à l'ambiance thermique;Exposition prolongée et intense au soleil (éblouissement, rayonnement solaire, réflexion sur la mer).;Cancer de la peau, brûlures, mélanomes, lésions oculaires.;A contrôler;TOUS Responsables COB;P3;A proposer;Rappel des bonnes pratiques (port de casquette, éviter de travailler torse nu, etc...), renouvellement des dotations d’EPI (lunettes de soleil avec indice UV adapté et crème solaire).;;Aucune;;;
266;73;73;146;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);24;Risque lié à l'ambiance thermique;Travail en coupole de phare lorsque la température est élevée;Pathologies résultant de la déshydratation, coup de chaleur.;A contrôler;TOUS Responsables COB;P3;Existante;"- Information, limitation du temps d’exposition.
- Interventions aux heures les plus clémentes, ventilation naturelle du fût assurée par l’ouverture des portes et fenêtres.
- Hydratation régulière.";;Aucune;;;
267;74;74;147;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);25;Risque lié à l'éclairage;"- Déplacements ou travail dans une zone mal éclairée.
- Effet optique lors de travail dans un ESM à filtre rouge (*mauvaise distinction des couleurs de câbles électriques)";Chute, noyade, dommages corporels liés à un court-circuit*.;En cours;TOUS Responsables COB;P3;Existante;Lampe de poche (frontale à privilégier) avec piles de remplacement (indispensable dans la dotation).;;Aucune;;;
268;74;74;572;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);25;Risque lié à l'éclairage;"- Déplacements ou travail dans une zone mal éclairée.
- Effet optique lors de travail dans un ESM à filtre rouge (*mauvaise distinction des couleurs de câbles électriques)";Chute, noyade, dommages corporels liés à un court-circuit*.;A contrôler;TOUS Responsables COB;P3;A proposer;- Recensement et étude des zones mal éclairées.;;Aucune;;;
269;17;20;149;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);25;Risque lié à l'éclairage;Éclairage trop puissant, trop faible ou non adapté au poste de travail.;Effets oculaires, visuels et généraux (maux de tête, fatigue, agressivité..).;En cours;TOUS Responsables COB;P3;Existante;"- Lampes de bureaux d’appoint individuelles, stores aux fenêtres, relamping sur certains sites
- Etude et recommandations formulées sur le type d’éclairage optimal sur certains postes.";;Aucune;;;
270;17;20;35;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);25;Risque lié à l'éclairage;Éclairage trop puissant, trop faible ou non adapté au poste de travail.;Effets oculaires, visuels et généraux (maux de tête, fatigue, agressivité..).;A contrôler;TOUS Responsables COB;P3;A proposer;"- Généralisation des solutions d'adaptations ergonomiques (consultation des nombreux guides conseils en ligne, voir R.28), étude de l’éclairement du poste de travail (contacter le CP si besoin).
- Consultation des nombreux guides conseils en ligne.";;Aucune;;;
271;75;21;150;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);26;Risque lié à la qualité de l'air;Lors de manque d'entretien des climatiseurs + non respect des précautions d'usages (amplitude supérieure à 8°C néfaste à la santé), mauvaise ventilation naturelle ou mécanique.;Problèmes respiratoires et ORL, irritations oculaires ou cutanées, choc thermique, maux de tête.;En cours;TOUS Responsables COB;P3;Existante;"- Entretien régulier des climatiseurs (en interne ou par une entreprise extérieure).
- Aération régulière les locaux.
- Respect des amplitudes de réglage.";;Aucune;;;
272;75;21;37;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);26;Risque lié à la qualité de l'air;Lors de manque d'entretien des climatiseurs + non respect des précautions d'usages (amplitude supérieure à 8°C néfaste à la santé), mauvaise ventilation naturelle ou mécanique.;Problèmes respiratoires et ORL, irritations oculaires ou cutanées, choc thermique, maux de tête.;A contrôler;TOUS Responsables COB;P3;A proposer;"- Vigilance sur le réglage de la climatisation: Il est fortement déconseillé de dépasser les 8°C d'écart entre l'intérieur et l'extérieur (ex pour 30°C à l’extérieur il serait raisonnable de se contenter de 22°C minimum à l'intérieur),
- Contrôle des systèmes de renouvellement d'air dans les bureaux (dans le cas de menuiseries modernes/étanches: arrivées d'air et extractions).";;Aucune;;;
273;76;75;151;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);26;Risque lié à la qualité de l'air;Pollution atmosphérique en constante évolution contenant divers polluants pouvant être à l’origine d’effets sur la santé, sur certains sites le phénomène est accentué par le rejet des navires, le trafic routier dense et les industries environnantes. Interactions possibles entre polluants chimiques, pollens et température.;Diverses pathologies chroniques (cancers, pathologies cardiovasculaires et respiratoires, irritations oculaires, maux de tête) selon le niveau d’exposition.;A planifier;TOUS Responsables COB;P2;Existante;"- Surveillance médicale.
- Consultations des sites de surveillance de la qualité de l’air et adaptation des tâches à réaliser.";;Aucune;;;
274;76;75;152;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);26;Risque lié à la qualité de l'air;Pollution atmosphérique en constante évolution contenant divers polluants pouvant être à l’origine d’effets sur la santé, sur certains sites le phénomène est accentué par le rejet des navires, le trafic routier dense et les industries environnantes. Interactions possibles entre polluants chimiques, pollens et température.;Diverses pathologies chroniques (cancers, pathologies cardiovasculaires et respiratoires, irritations oculaires, maux de tête) selon le niveau d’exposition.;A contrôler;TOUS Responsables COB;P2;A proposer;"- Port d’un masque FFP3 (filtration particules fines).
- Etudes en cours sur certains sites.";;Aucune;;;
275;77;76;153;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);27;Risque lié au bruit;Environnement bruyant* : bruit émis par les machines, engins.. *Au delà du seuil d’exposition sonore: quotidien (supérieur à 85 dB(a)) ou niveau de pression acoustique de crête (bruit intenses mais courts).;Hypoacousie de perception par lésion cochléaire irréversible, accompagnée ou non d’acouphènes.;En cours;TOUS Responsables COB;P3;Existante;"- Information, port des (PICB) protections individuelles contre le bruit.
- Prévenir les autres occupants des nuisances sonores échos possibles (ex : percement de plancher de locaux proches).
- Choix du matériel (insonorisation de certains équipements = protection collective).";;Aucune;;;
276;77;76;154;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);27;Risque lié au bruit;Environnement bruyant* : bruit émis par les machines, engins.. *Au delà du seuil d’exposition sonore: quotidien (supérieur à 85 dB(a)) ou niveau de pression acoustique de crête (bruit intenses mais courts).;Hypoacousie de perception par lésion cochléaire irréversible, accompagnée ou non d’acouphènes.;A contrôler;TOUS Responsables COB;P2;A proposer;"- Étude des postes exposés au bruit : Affichage du risque sur chaque poste ou équipement (signalétique, pictogramme de rappel).
- Evaluation à réaliser selon les situations d’expositions remontées (contacter le CP).
- Renouveler les protections auditives adaptées et sur mesure.
- Choix de matériels insonorisés à la conception lors du renouvellement..";;Aucune;;;
277;79;22;155;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);28;Risque lié au travail sur écran;Travailler sur écran plusieurs heures au cours de la journée, mauvaise ergonomie du poste de travail, postes de travail mal éclairés.;"- Fatigue visuelle (maux de tête, picotements, rougeurs et lourdeur des globes oculaires, assèchement de l’oeil).
- Troubles musculo-squelettiques (TMS).";En cours;TOUS Responsables COB;P2;Existante;"- Information sur environnement de travail,
- Pauses régulières, alternance des tâches.
- Acquisition, remplacement et adaptation du matériel de bureau afin d’améliorer l’ergonomie (plan de travail ,fauteuil, écrans, portes-documents, repose-pieds..).";;Aucune;;;
278;79;22;156;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);28;Risque lié au travail sur écran;Travailler sur écran plusieurs heures au cours de la journée, mauvaise ergonomie du poste de travail, postes de travail mal éclairés.;"- Fatigue visuelle (maux de tête, picotements, rougeurs et lourdeur des globes oculaires, assèchement de l’oeil).
- Troubles musculo-squelettiques (TMS).";A planifier;TOUS Responsables COB;P2;A proposer;"- Consultation des nombreux guides conseils en ligne .
- Généralisation des solutions ergonomiques, étude du poste de travail (contacter le CP si besoin).";;Aucune;;;
279;80;79;157;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);29;Risque lié aux conditions de travail particulières (horaires décalés, astreinte..);Accident causé par le manque de vigilance et la fatigue lors de déplacements de nuit en intervention pendant les astreintes;Dommages corporels, troubles du rythme biologique.;En cours;TOUS Responsables COB;P3;Existante;"- Pendant les astreintes, les interventions de nuit sont réservées aux sites prioritaires, sous conditions. 


- Respect des amplitudes d’horaires et des durées de repos quotidien (Cf.RI relatif à l’aménagement et à la réduction du temps de travail).
";;Aucune;;;
280;80;79;158;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);29;Risque lié aux conditions de travail particulières (horaires décalés, astreinte..);Accident causé par le manque de vigilance et la fatigue lors de déplacements de nuit en intervention pendant les astreintes;Dommages corporels, troubles du rythme biologique.;En cours;TOUS Responsables COB;P3;A proposer;"Généralisation des connexions nomades pour accéder à l’application d'envoi des avis aux navigateurs (AVURNAV).
";;Aucune;;;
281;152;19;159;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);30;Risque lié aux déplacements internes;"- Circulation à pied sur sol glissant, inégal ou présentant des obstacles (ex : encombrement, cailloux..) pouvant entraîner une chute ou occasionner la torsion d'une articulation ou un choc contre un élément matériel dans les locaux (escaliers, atelier, magasin, bureau..) et les aires de travail. 
- Collision avec un véhicule.";Lésions corporelles, superficielles ou profondes. ;En cours;TOUS Responsables COB;P2;Existante;"- Rangement et nettoyage régulier.


- Installation de goulottes au sol pour la protection et le passage de câbles, rangement des câbles bureautiques, revêtements antidérapants.


- Dégagement des voies de circulation.
- Balisage réflexe (signalétique temporaire) des zones à risques.
";;Aucune;;;
282;152;19;160;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);30;Risque lié aux déplacements internes;"- Circulation à pied sur sol glissant, inégal ou présentant des obstacles (ex : encombrement, cailloux..) pouvant entraîner une chute ou occasionner la torsion d'une articulation ou un choc contre un élément matériel dans les locaux (escaliers, atelier, magasin, bureau..) et les aires de travail. 
- Collision avec un véhicule.";Lésions corporelles, superficielles ou profondes. ;A planifier;TOUS Responsables COB;P2;A proposer;"- Périodes de nettoyage et de rangement à intégrer au planning.


- Généralisation des revêtements antidérapants sur les nez de marches et de pose de signalétique indiquant le danger.


- Anticipation de l’espace d’archivage (y compris archives vivantes).


- Pose systématique de trépied de sécurité (sol glissant) après nettoyage des sols (responsabilité du personnel de nettoyage).
";;Aucune;;;
283;81;80;161;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);31;Risque lié aux interventions isolées;Lorsque un agent travaille seul pendant un certain temps, dans un environnement où il ne peut être vu et entendu directement par d’autres et où la probabilité de visite est faible (la durée d’isolement majorant le risque).;Tous ceux liés au fait que l’agent ne dispose pas de la possibilité de recours en cas d’aléas, d’accident ou de malaise.;A planifier;TOUS Responsables COB;P1;Existante;"- Tout moyen de communication permettant un contact régulier, fréquent et un suivi à distance avec l’intervenant isolé, protocole de signalement (début d’intervention, fin d’intervention).


- Mesures définies dans le CR de la réunion GT travail isolé 2016 :
=> Réduction au maximum la durée d’isolement,

=> identification des travaux incompatibles (CF note du 1er mars 2005 de la DAMGM relative à l’organisation du travail et à la prévention des risques dans les activités phares et balises point 3.1.2 (travaux en hauteur, travaux électriques « sous tension », plongée),

=> modernisation et adaptation des ouvrages afin de réduire l’exposition,

=> vérification si pas de contre indications médicale (état physique et psychosocial) ,

=> évaluation pour chaque site du risque résiduel et les mesures à prendre (diffusion grille d’analyse des risques),

=> au besoin réduire le périmètre d’intervention d’un seul agent,

=> adapter le matériel d’intervention en intégrant un dispositif technique d’alarme adapté (DATI, PTI).
- Les conclusions des différentes expérimentations et évaluations notifiées dans le CR point « 7.Suites », ont été  présentées au CHSCT du 22/11/16.


- Le test dispositif d’alarme réalisé par le COB Toulon ne donne pas satisfaction.

- La disponibilité des dispositifs technique d’alarme adapté (DATI, PTI), n’est pas totalement garantie en cas de mauvaise couverture du réseau GSM ou de panne.


- Intervention en binôme en cas de travaux évalués dangereux.


- Consultation du document INRS ED 6288.
";;Aucune;;;
284;81;80;162;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);31;Risque lié aux interventions isolées;Lorsque un agent travaille seul pendant un certain temps, dans un environnement où il ne peut être vu et entendu directement par d’autres et où la probabilité de visite est faible (la durée d’isolement majorant le risque).;Tous ceux liés au fait que l’agent ne dispose pas de la possibilité de recours en cas d’aléas, d’accident ou de malaise.;A planifier;TOUS Responsables COB;P1;A proposer;"- Relance de l’analyse typologique des sites (fiches listing feu à compléter mail M.Pizzo du 20/06/17) :


=> l’accessibilité (chute de plain pied, hauteur et à l’eau),


=>opérations sur installations électriques ou dans leur voisinage (contact direct ou indirect au delà de la TBT),


=> postures de travail, manutention,


=> risques importés par la co-activité,


=> risques liés à l’agressivité lié au contact avec l’extérieur.


- Information et instructions sur l’organisation et mesures aux agents susceptibles d’intervenir dans ces situations .


- Définition explicite des tâches assignées afin d’éviter toute ambiguïté, tout dépassement et pour amener à une prise de conscience de la problématique.


- Poursuite de la recherche de dispositifs technique d’alarme.


- Suivant les ESM : prévenir
les autorités portuaires.
";;Aucune;;;
285;82;81;163;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);32;Risque lié aux vibrations;"Exposition prolongée :
- Transmission à l’ensemble du corps à bord de certains navires et lors de la conduite d’engins (chariot automoteur..),
- Transmission aux membres supérieurs lors d’utilisation d’outils électroportatifs, pneumatiques (ponceuse, piqueur, perforateur..) transmission bras/main.";Douleurs diverses, lombalgies et autres conséquences (troubles musculosquelettiques, neurologiques, circulation sanguine).;A contrôler;TOUS Responsables COB;P3;Existante;"- Contraintes physiques marquées intégrées dans la FPE (traçabilité individuelle/suivi post-pro) pour les agents exposés dans les service qui ont déployés le dispositif.


- Utilisation de l’outil/machine adapté à la tâche appropriée, maintien des mains au chaud et au sec, poses régulières et port de gants adaptés.
";;Aucune;;;
286;82;81;164;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);32;Risque lié aux vibrations;"Exposition prolongée :
- Transmission à l’ensemble du corps à bord de certains navires et lors de la conduite d’engins (chariot automoteur..),
- Transmission aux membres supérieurs lors d’utilisation d’outils électroportatifs, pneumatiques (ponceuse, piqueur, perforateur..) transmission bras/main.";Douleurs diverses, lombalgies et autres conséquences (troubles musculosquelettiques, neurologiques, circulation sanguine).;A contrôler;TOUS Responsables COB;P3;A proposer;"- Entretien régulier
 des engins (suspensions, gonflage pneumatiques) et navires, améliorations techniques (sièges à suspension, caillebotis souples..),
- Remplacer les outils/machines usagés et détériorés, par des modèles intégrant des dispositifs anti-vibratiles.
";;Aucune;;;
287;83;93;165;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);33;Risques psychosociaux (RPS);"- Travail isolé sur site isolés sur des périodes longues,
- Mauvaise qualité des rapports sociaux et des relations de travail.";Troubles physiques, psychologiques, conduites addictives...;En cours;TOUS Responsables COB;P2;Existante;"- Suivi médical du MDP et permanence ASS, groupe de coordination médico-social.


- Affectation sur volontariat pour les postes isolés et communication interne ponctuelle.


- Mise en œuvre d’un plan d’évaluation et de prévention des RPS dans le cadre du plan national d’action, plan d’actions en cours.
";;Aucune;;;
288;84;25;167;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);34;Risque agression / agressivité lié au contact avec l'extérieur;"- Intrusion de personnes extérieures sur certains sites.
- Agressions verbales ou physiques sur les sites d’intervention.";Blessures psychiques et/ou physiques.;En cours;TOUS Responsables COB;P3;Existante;"- Fermeture des accès, signalétique pour interdire l’accès des sites au public.


- Procédure interne de signalement des agressions.
";;Aucune;;;
289;152;17;687;.GESTIONNAIRE SITE;SERVICE(S) DIRM hébergé(s);Mrs-Site DDTM13-SERVICES DIRM hébergés (Dir./SG/MICO/Dir.SPB/SRC/SEF/SSGM/CSN Paca Corse);30;Risque lié aux déplacements internes;"- Circulation à pied sur sol glissant, inégal ou présentant des obstacles (ex : encombrement, cailloux..) pouvant entraîner une chute ou occasionner la torsion d'une articulation ou un choc contre un élément matériel dans les locaux (escaliers, atelier, magasin, bureau..) et les aires de travail. 
- Collision avec un véhicule.";Lésions diverses;En cours;Gestionnaire site et responsables des services;P1;Existante;"- Relance DDTM13 pour réalisation de travaux dans les escaliers du 2ème zattara (après 2 nouveaux accidents), améliorations à apportées: pose d'une main courante, reprise des différences de niveaux des marches et des nez de marches..
- Archives lors de l’accès au sous-sol, prévenir un collègue sur la situation isolée, vigilance sur la présence au retour.
- Port du badge d’accès surtout lors des heures les moins fréquentées (risque de se retrouver bloqué dans le hall après 19h fermeture de l'acceuil et des grilles).
- Problématique de la porte WC homme (2ème étage Zattara) qui s’ouvre sur le couloir (risque de heurt).
- Pose de protections sur les rampes d’élévateurs handicapés situées au bas des 3 escaliers.
";RECOMMANDATION N°16 - AUDIT ISST 2021;6 mois;01/04/2022;;
290;85;201;48;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);35;Risque lié à l'alcool, drogues, médicaments, tabac.;"- Consommation de substances pouvant altérer les facultés physiques et psychiques de l’individu et entraîner des accidents du travail ou de circulation (manque de vigilance, perte d’équilibre, diminution des réflexes, effet désinhibant conduisant à la prise de risque).
- Tabagisme et vapotage actif, passif.";"- Lésions corporelles, décès, 
- pathologies liées à la consommation de ces substances,
- affections psychiques,
- Tabagisme : maladies, cancers, insuffisance respiratoire.";En cours;TOUS Responsables COB;P3;Existante;"- Interdiction de fumer et de vapoter affichée dans certains locaux et lieux de travail.
- Rappel des textes réglementaires.
- Note interne n°270 du 14/03/14 diffusée aux services « politique de la DIRM MED en matière de prévention des risques liés à la consommation d’alcool » .";;Aucune;;;
291;85;201;49;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);35;Risque lié à l'alcool, drogues, médicaments, tabac.;"- Consommation de substances pouvant altérer les facultés physiques et psychiques de l’individu et entraîner des accidents du travail ou de circulation (manque de vigilance, perte d’équilibre, diminution des réflexes, effet désinhibant conduisant à la prise de risque).
- Tabagisme et vapotage actif, passif.";"- Lésions corporelles, décès, 
- pathologies liées à la consommation de ces substances,
- affections psychiques,
- Tabagisme : maladies, cancers, insuffisance respiratoire.";A contrôler;TOUS Responsables COB;P3;A proposer;"- Politique de prévention à mettre en place (charte addictions).
- Affichage obligatoire de l’interdiction de fumer et de vapoter dans tous lieux fermés et couverts qui accueillent du public ou qui constituent des lieux de travail (modèle de signalisation fourni sur demande au CP).";;Aucune;;;
292;93;82;186;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);36;Risque lié à la co-activité et à l'intervention d'entreprises extérieures;" Absences de mesures de protections pour prévenir les risques liés aux interférences engendrées par la co-activité sur un même site.
";Tous types de dommages (liés à la situation accidentelle imprévue, non évaluée).;En cours;TOUS Responsables COB;P2;Existante;"- Formations aux règles de sécurité (plan de prévention) suivi par certains agents.
- Inspections communes au préalable avec aide du document RSICP.
- Plan de prévention dans certains cas.";;Aucune;;;
